itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,yes_no_choice,subject_yes_probability,continuation_response,cont_choice,prompt
I339,Anna trailed Amy. She,F,IC1,Ferstl et al.(2010),english,Anna,Amy,trailed,Anna,Subject,Yes,Subject,0.99628578,quickly caught up to her friend and they continued walking together.,Subject,pronoun
I340,Nicole upset Alice. She,F,IC1,Ferstl et al.(2010),english,Nicole,Alice,upset,Nic,Subject,Yes,Subject,0.990666081,immediately apologized and tried to make amends for her thoughtless behavior.,Subject,pronoun
I341,Claire exhausted Sarah. She,F,IC1,Ferstl et al.(2010),english,Claire,Sarah,exhausted,Cla,Subject,No,Object,0.013843978,needed a break after spending the entire day with her energetic friend.,Object,pronoun
I342,Jane wearied Emily. She,F,IC1,Ferstl et al.(2010),english,Jane,Emily,wearied,Jane,Subject,Yes,Subject,0.998802355,"tried to reassure her that everything would be alright, but the exhaustion was evident on both of their faces.",Subject,pronoun
I343,Tina staggered Megan. She,F,IC1,Ferstl et al.(2010),english,Tina,Megan,staggered,T,Object,No,Object,0.196908254,"helped her up from the floor, concern etched on her face as she asked if Megan was okay.",Subject,pronoun
I344,Kate cheated Angela. She,F,IC1,Ferstl et al.(2010),english,Kate,Angela,cheated,Kate,Subject,Yes,Subject,0.99985182,"had been her best friend since childhood, which made the betrayal even more painful.",Subject,pronoun
I345,Amy repaid Anna. She,F,IC1,Ferstl et al.(2010),english,Amy,Anna,repaid,Amy,Subject,No,Object,0.009224543,was relieved that the debt had finally been settled between them.,Subject,pronoun
I346,Alice astounded Nicole. She,F,IC1,Ferstl et al.(2010),english,Alice,Nicole,astounded,Alice,Subject,Yes,Subject,0.999994161,immediately began to explain the complex math problem that had puzzled her friend for weeks.,Ambiguous,pronoun
I347,Sarah exhilarated Jane. She,F,IC1,Ferstl et al.(2010),english,Sarah,Jane,exhilarated,Sarah,Subject,Yes,Subject,0.981349764,was thrilled to see her best friend so carefree and full of energy.,Object,pronoun
I348,Emily spooked Tina. She,F,IC1,Ferstl et al.(2010),english,Emily,Tina,spooked,Emily,Subject,Yes,Subject,0.989836908,"jumped back, startled by the sudden scare, and let out a loud shriek that echoed through the empty hallway.",Object,pronoun
I349,Megan unsettled Kate. She,F,IC1,Ferstl et al.(2010),english,Megan,Kate,unsettled,M,Object,Yes,Subject,0.869254418,immediately regretted her decision to confront her about the issue.,Subject,pronoun
I350,Angela flabbergasted Amy. She,F,IC1,Ferstl et al.(2010),english,Angela,Amy,flabbergasted,Ang,Subject,Yes,Subject,0.782626158,"had never seen her friend react that way to anything before, and her curiosity was piqued.",Subject,pronoun
I351,Anna kissed Alice. She,F,IC1,Ferstl et al.(2010),english,Anna,Alice,kissed,Anna,Subject,Yes,Subject,0.984687722,"smiled warmly and kissed her back, deepening their romantic moment together.",Object,pronoun
I352,Nicole nuzzled Sarah. She,F,IC1,Ferstl et al.(2010),english,Nicole,Sarah,nuzzled,Nic,Subject,Yes,Subject,0.72461079,smiled warmly and wrapped her arms around Nicole in a gentle hug.,Object,pronoun
I353,Claire pained Emily. She,F,IC1,Ferstl et al.(2010),english,Claire,Emily,pained,Cla,Subject,Yes,Subject,0.791343391,"tried to apologize, but the hurtful words had already been spoken.",Subject,pronoun
I354,Jane confused Megan. She,F,IC1,Ferstl et al.(2010),english,Jane,Megan,confused,Jane,Subject,Yes,Subject,0.999804421,thought Jane had been acting strangely all day and couldn't understand why she was being so secretive.,Object,pronoun
I355,Tina distressed Angela. She,F,IC1,Ferstl et al.(2010),english,Tina,Angela,distressed,T,Object,Yes,Subject,0.901172734,"immediately went to comfort her friend, trying to find out what was wrong.",Object,pronoun
I356,Kate vexed Anna. She,F,IC1,Ferstl et al.(2010),english,Kate,Anna,vexed,Kate,Subject,Yes,Subject,0.775306567,"had been looking forward to a relaxing day, but Kate's constant teasing had ruined her mood.",Object,pronoun
I357,Amy bothered Nicole. She,F,IC1,Ferstl et al.(2010),english,Amy,Nicole,bothered,Amy,Subject,Yes,Subject,0.999984601,was clearly annoyed by Amy's constant questions and decided to take a break from their conversation.,Object,pronoun
I358,Alice alarmed Claire. She,F,IC1,Ferstl et al.(2010),english,Alice,Claire,alarmed,Alice,Subject,Yes,Subject,0.999801953,immediately called for emergency services to report the incident.,Object,pronoun
I359,Sarah disgruntled Tina. She,F,IC1,Ferstl et al.(2010),english,Sarah,Tina,disgruntled,Sarah,Subject,Yes,Subject,0.988082822,immediately regretted her actions and tried to make amends with her longtime friend.,Subject,pronoun
I360,Emily plagued Kate. She,F,IC1,Ferstl et al.(2010),english,Emily,Kate,plagued,Emily,Subject,Yes,Subject,0.999719207,constantly found herself on the receiving end of Emily's sarcastic comments and teasing jokes.,Object,pronoun
I361,Megan shadowed Amy. She,F,IC1,Ferstl et al.(2010),english,Megan,Amy,shadowed,M,Object,Yes,Subject,0.999118592,was learning the intricacies of the job and taking detailed notes to prepare herself for a similar role in the future.,Subject,pronoun
I362,Angela tailed Alice. She,F,IC1,Ferstl et al.(2010),english,Angela,Alice,tailed,Ang,Subject,Yes,Subject,0.979183228,"had been following her for blocks, trying not to be seen as she turned down a narrow alleyway.",Subject,pronoun
I363,Anna incensed Sarah. She,F,IC1,Ferstl et al.(2010),english,Anna,Sarah,incensed,Anna,Subject,No,Object,0.347473158,"stormed out of the room, slamming the door behind her in a fit of rage.",Object,pronoun
I364,Nicole baffled Emily. She,F,IC1,Ferstl et al.(2010),english,Nicole,Emily,baffled,Nic,Subject,Yes,Subject,0.999703633,couldn't understand why Nicole had acted so strangely without any explanation.,Object,pronoun
I365,Claire shocked Megan. She,F,IC1,Ferstl et al.(2010),english,Claire,Megan,shocked,Cla,Subject,Yes,Subject,0.99999477,immediately regretted her decision to reveal the surprise party plans.,Ambiguous,pronoun
I366,Jane disobeyed Angela. She,F,IC1,Ferstl et al.(2010),english,Jane,Angela,disobeyed,Jane,Subject,Yes,Subject,0.999813915,was subsequently reprimanded by their strict teacher for her actions.,Subject,pronoun
I367,Tina distracted Anna. She,F,IC1,Ferstl et al.(2010),english,Tina,Anna,distracted,T,Object,No,Object,0.180920971,"immediately stopped what she was doing and turned to face Tina, wondering what was wrong.",Object,pronoun
I368,Kate married Nicole. She,F,IC1,Ferstl et al.(2010),english,Kate,Nicole,married,Kate,Subject,Yes,Subject,0.99992412,was the love of Kate's life and they had been together since college.,Object,pronoun
I369,Amy met Claire. She,F,IC1,Ferstl et al.(2010),english,Amy,Claire,met,Amy,Subject,Yes,Subject,0.99999797,"was immediately drawn to Claire's warm and outgoing personality, and the two quickly discovered they had a lot in common.",Subject,pronoun
I370,Alice ordered around Jane. She,F,IC1,Ferstl et al.(2010),english,Alice,Jane,ordered around,Alice,Subject,Yes,Subject,0.999804187,was used to being in charge and didn't hesitate to tell Jane exactly what to do.,Subject,pronoun
I371,Sarah harmed Kate. She,F,IC1,Ferstl et al.(2010),english,Sarah,Kate,harmed,Sarah,Subject,Yes,Subject,0.999985603,"did not mean to cause any lasting damage, but the incident still left a scar between them.",Subject,pronoun
I372,Emily astonished Amy. She,F,IC1,Ferstl et al.(2010),english,Emily,Amy,astonished,Emily,Subject,Yes,Subject,0.993988272,was equally surprised by Emily's sudden announcement that she had decided to travel the world.,Object,pronoun
I373,Megan bewildered Alice. She,F,IC1,Ferstl et al.(2010),english,Megan,Alice,bewildered,M,Object,No,Object,0.242508947,"had no idea what Megan had done to cause such a reaction, but she was determined to find out.",Object,pronoun
I374,Angela invigorated Sarah. She,F,IC1,Ferstl et al.(2010),english,Angela,Sarah,invigorated,Ang,Subject,No,Object,0.36948927,felt refreshed and revitalized after their morning yoga session together.,Object,pronoun
I375,Anna tantalized Emily. She,F,IC1,Ferstl et al.(2010),english,Anna,Emily,tantalized,Anna,Subject,Yes,Subject,0.999948253,"smiled mischievously, knowing she had gotten under Emily's skin with her playful teasing.",Subject,pronoun
I376,Nicole battled Megan. She,F,IC1,Ferstl et al.(2010),english,Nicole,Megan,battled,Nic,Subject,Yes,Subject,0.999997159,eventually emerged victorious in the intense and closely contested match.,Ambiguous,pronoun
I377,Claire hurt Angela. She,F,IC1,Ferstl et al.(2010),english,Claire,Angela,hurt,Cla,Subject,Yes,Subject,0.99992814,immediately regretted her actions and apologized profusely to make amends.,Subject,pronoun
I378,Jane followed Anna. She,F,IC1,Ferstl et al.(2010),english,Jane,Anna,followed,Jane,Subject,Yes,Subject,0.90252574,"walked quickly to catch up with her friend, who was already halfway down the street.",Subject,pronoun
I379,Tina tormented Nicole. She,F,IC1,Ferstl et al.(2010),english,Tina,Nicole,tormented,T,Object,Yes,Subject,0.999987575,"had been bullying her for months, making Nicole's life at school a constant struggle.",Subject,pronoun
I380,Kate grazed Claire. She,F,IC1,Ferstl et al.(2010),english,Kate,Claire,grazed,Kate,Subject,Yes,Subject,0.810729573,"immediately apologized for the accidental bump, making sure her friend was okay.",Subject,pronoun
I381,Amy played Jane. She,F,IC1,Ferstl et al.(2010),english,Amy,Jane,played,Amy,Subject,Yes,Subject,0.99999598,was a much stronger tennis player and quickly took the lead in the match.,Ambiguous,pronoun
I382,Alice dumbfounded Tina. She,F,IC1,Ferstl et al.(2010),english,Alice,Tina,dumbfounded,Alice,Subject,Yes,Subject,0.988006219,"had never seen her friend react that way to anything before, and it made her wonder what could have caused such a strong response.",Object,pronoun
I383,Sarah flattered Amy. She,F,IC1,Ferstl et al.(2010),english,Sarah,Amy,flattered,Sarah,Subject,No,Object,0.042888038,was thrilled by the genuine compliment and couldn't help but smile warmly at her friend.,Object,pronoun
I384,Emily alienated Alice. She,F,IC1,Ferstl et al.(2010),english,Emily,Alice,alienated,Emily,Subject,Yes,Subject,0.995979092,"had been her closest friend since childhood, and the sudden rift between them was deeply painful for both.",Ambiguous,pronoun
I385,Megan harassed Sarah. She,F,IC1,Ferstl et al.(2010),english,Megan,Sarah,harassed,M,Object,Yes,Subject,0.999992977,"immediately regretted her actions and tried to apologize to Sarah, but the damage had already been done.",Subject,pronoun
I386,Angela approached Emily. She,F,IC1,Ferstl et al.(2010),english,Angela,Emily,approached,Ang,Subject,Yes,Subject,0.999244998,was taken aback by the sudden visit and struggled to find the right words to say.,Object,pronoun
I387,Anna beguiled Megan. She,F,IC1,Ferstl et al.(2010),english,Anna,Megan,beguiled,Anna,Subject,Yes,Subject,0.999990223,"was immediately drawn into Anna's charming and persuasive world, where nothing seemed as it appeared.",Object,pronoun
I388,Nicole caressed Angela. She,F,IC1,Ferstl et al.(2010),english,Nicole,Angela,caressed,Nic,Subject,No,Object,0.154704982,"smiled softly, her eyes locking onto Angela's as a gentle warmth spread through her chest.",Subject,pronoun
I389,Claire enlivened Anna. She,F,IC1,Ferstl et al.(2010),english,Claire,Anna,enlivened,Cla,Subject,Yes,Subject,0.994534667,was grateful for the company and the two of them spent the rest of the evening laughing and talking together.,Object,pronoun
I390,Jane corrupted Nicole. She,F,IC1,Ferstl et al.(2010),english,Jane,Nicole,corrupted,Jane,Subject,Yes,Subject,0.999997464,then began to influence others in the group with her manipulative tactics.,Subject,pronoun
I391,Tina confounded Claire. She,F,IC1,Ferstl et al.(2010),english,Tina,Claire,confounded,T,Object,Yes,Subject,0.993836172,"had always been able to read people well, but Tina's behavior was completely baffling to her.",Object,pronoun
I392,Kate deserted Jane. She,F,IC1,Ferstl et al.(2010),english,Kate,Jane,deserted,Kate,Subject,Yes,Subject,0.999818396,"was left standing alone at the bus stop, wondering what had just happened.",Object,pronoun
I393,Amy discouraged Tina. She,F,IC1,Ferstl et al.(2010),english,Amy,Tina,discouraged,Amy,Subject,No,Object,0.099690501,felt a pang of guilt for having spoken so harshly to her younger sister.,Subject,pronoun
I394,Alice tracked Kate. She,F,IC1,Ferstl et al.(2010),english,Alice,Kate,tracked,Alice,Subject,Yes,Subject,0.999979739,"was her best friend since childhood and had always been able to find her, no matter where she went.",Subject,pronoun
I395,Sarah startled Alice. She,F,IC1,Ferstl et al.(2010),english,Sarah,Alice,startled,Sarah,Subject,Yes,Subject,0.999929041,was so absorbed in her book that she hadn't even noticed Sarah's approach.,Object,pronoun
I396,Emily defamed Sarah. She,F,IC1,Ferstl et al.(2010),english,Emily,Sarah,defamed,Emily,Subject,Yes,Subject,0.99897211,was subsequently sued for her actions and had to pay a significant amount of money in damages.,Subject,pronoun
I397,Megan abandoned Emily. She,F,IC1,Ferstl et al.(2010),english,Megan,Emily,abandoned,M,Object,Yes,Subject,0.999853788,"immediately regretted her decision and tried to make amends, but the damage had already been done.",Subject,pronoun
I398,Angela courted Megan. She,F,IC1,Ferstl et al.(2010),english,Angela,Megan,courted,Ang,Subject,Yes,Subject,0.999349779,was immediately smitten with her charming personality and beautiful smile.,Ambiguous,pronoun
I399,Anna wounded Angela. She,F,IC1,Ferstl et al.(2010),english,Anna,Angela,wounded,Anna,Subject,Yes,Subject,0.999931968,was taken to the hospital immediately for treatment of her injuries.,Object,pronoun
I400,Nicole chilled Anna. She,F,IC1,Ferstl et al.(2010),english,Nicole,Anna,chilled,Nic,Subject,No,Object,0.114484119,was taken aback by the sudden coldness in Nicole's demeanor.,Object,pronoun
I401,Claire nettled Nicole. She,F,IC1,Ferstl et al.(2010),english,Claire,Nicole,nettled,Cla,Subject,Yes,Subject,0.999920891,"had been waiting for an apology from Nicole for weeks, but it seemed like Nicole was avoiding the issue altogether.",Subject,pronoun
I402,Jane pursued Claire. She,F,IC1,Ferstl et al.(2010),english,Jane,Claire,pursued,Jane,Subject,Yes,Subject,0.999927999,"was surprised to find her standing alone by the old oak tree, staring out at the sunset with a mixture of sadness and longing in her eyes.",Subject,pronoun
I403,Tina dreamed about Jane. She,F,IC1,Ferstl et al.(2010),english,Tina,Jane,dreamed about,T,Object,Yes,Subject,0.999744942,was running through a beautiful garden filled with vibrant flowers and laughing with an unbridled joy that Tina had rarely seen before.,Object,pronoun
I404,Kate galled Tina. She,F,IC1,Ferstl et al.(2010),english,Kate,Tina,galled,Kate,Subject,Yes,Subject,0.999657306,immediately regretted her decision to call and yell at her best friend over something so trivial.,Subject,pronoun
I405,Amy stimulated Kate. She,F,IC1,Ferstl et al.(2010),english,Amy,Kate,stimulated,Amy,Subject,Yes,Subject,0.991691171,was surprised by the sudden burst of energy and creativity that Amy's words had sparked in her.,Object,pronoun
I406,Alice affected Amy. She,F,IC1,Ferstl et al.(2010),english,Alice,Amy,affected,Alice,Subject,Yes,Subject,0.969805084,was deeply moved by the kind gesture and felt a strong sense of gratitude towards Alice.,Object,pronoun
I407,Julia embraced Sarah. She,F,IC1,Ferstl et al.(2010),english,Julia,Sarah,embraced,Jul,Subject,Yes,Subject,0.990721333,smiled warmly and whispered words of encouragement in her ear.,Ambiguous,pronoun
I408,Julia fazed Emily. She,F,IC1,Ferstl et al.(2010),english,Julia,Emily,fazed,Jul,Subject,No,Object,0.093302035,was taken aback by Julia's forward behavior and didn't know how to react.,Object,pronoun
I409,Julia debated with Megan. She,F,IC1,Ferstl et al.(2010),english,Julia,Megan,debated with,Jul,Subject,Yes,Subject,0.999954268,was adamant that her point of view was the most logical and tried to convince Megan to see things her way.,Subject,pronoun
I410,Julia defied Angela. She,F,IC1,Ferstl et al.(2010),english,Julia,Angela,defied,Jul,Subject,Yes,Subject,0.999664852,was furious about the decision and immediately confronted Julia about her actions.,Object,pronoun
I411,Julia questioned Anna. She,F,IC1,Ferstl et al.(2010),english,Julia,Anna,questioned,Jul,Subject,Yes,Subject,0.938180679,"was hesitant to respond, unsure of how her answer would be received by Julia.",Object,pronoun
I412,Julia assisted Nicole. She,F,IC2,Rohde & Kehler (2014),english,Julia,Nicole,assisted,Jul,Subject,Yes,Subject,0.999318203,was grateful for the help and returned the favor a week later.,Object,pronoun
I413,Julia blames Claire. She,F,IC2,Rohde & Kehler (2014),english,Julia,Claire,blames,Jul,Subject,No,Object,0.008667355,thinks Claire is responsible for the mistake that was made at work yesterday.,Subject,pronoun
I414,Julia comforted Jane. She,F,IC2,Rohde & Kehler (2014),english,Julia,Jane,comforted,Jul,Subject,No,Object,0.031711296,had been feeling down all day after receiving some difficult news from her family.,Object,pronoun
I415,Julia congratulated Tina. She,F,IC2,Rohde & Kehler (2014),english,Julia,Tina,congratulated,Jul,Subject,No,Object,0.006122002,had just received the award for outstanding achievement in her field and was beaming with pride.,Object,pronoun
I416,Julia corrected Kate. She,F,IC2,Rohde & Kehler (2014),english,Julia,Kate,corrected,Jul,Subject,Yes,Subject,0.976103909,appreciated Julia's help in fixing the mistake that had been bothering her for hours.,Object,pronoun
I417,Julia detests Amy. She,F,IC2,Rohde & Kehler (2014),english,Julia,Amy,detests,Jul,Subject,No,Object,0.347442864,has made it clear to everyone in their social circle that they should not be friends.,Subject,pronoun
I418,Julia fears Alice. She,F,IC2,Rohde & Kehler (2014),english,Julia,Alice,fears,Jul,Subject,No,Object,0.18678363,is worried that Alice's behavior will have serious consequences for their friendship.,Subject,pronoun
I419,Sarah envies Julia. She,F,IC2,Rohde & Kehler (2014),english,Sarah,Julia,envies,Sarah,Subject,No,Object,0.003882057,"has a successful career and a loving family, which Sarah feels is missing from her own life.",Object,pronoun
I420,Emily hates Julia. She,F,IC2,Rohde & Kehler (2014),english,Emily,Julia,hates,Emily,Subject,Yes,Subject,0.999838523,thinks Julia is arrogant and always tries to one-up her in social situations.,Subject,pronoun
I421,Megan helped Julia. She,F,IC2,Rohde & Kehler (2014),english,Megan,Julia,helped,M,Object,Yes,Subject,0.999745937,was very grateful for the assistance and thanked Megan sincerely.,Object,pronoun
I422,Angela mocked Julia. She,F,IC2,Rohde & Kehler (2014),english,Angela,Julia,mocked,Ang,Subject,Yes,Subject,0.999736246,had always been a bit jealous of Julia's natural talent for singing.,Subject,pronoun
I423,Anna noticed Julia. She,F,IC2,Rohde & Kehler (2014),english,Anna,Julia,noticed,Anna,Subject,Yes,Subject,0.999785663,"was staring intently at a beautiful painting on the wall, completely absorbed in her own thoughts.",Object,pronoun
I424,Nicole pacified Julia. She,F,IC2,Rohde & Kehler (2014),english,Nicole,Julia,pacified,Nic,Subject,Yes,Subject,0.995069074,was relieved to see her sister calm down and smiled weakly in appreciation.,Subject,pronoun
I425,Claire praised Julia. She,F,IC2,Rohde & Kehler (2014),english,Claire,Julia,praised,Cla,Subject,No,Object,0.006292838,was delighted by the recognition and smiled warmly at her friend.,Object,pronoun
I426,Jane reproached Julia. She,F,IC2,Rohde & Kehler (2014),english,Jane,Julia,reproached,Jane,Subject,No,Object,0.064639423,"had been her best friend since childhood, but now felt deeply hurt by Julia's thoughtless actions.",Subject,pronoun
I427,Tina scolded Julia. She,F,IC2,Rohde & Kehler (2014),english,Tina,Julia,scolded,T,Object,No,Object,0.395988817,immediately regretted her harsh words and apologized with tears in her eyes.,Subject,pronoun
I428,Kate stared at Julia. She,F,IC2,Rohde & Kehler (2014),english,Kate,Julia,stared at,Kate,Subject,Yes,Subject,0.996565177,"was taken aback by the intense gaze, unsure of what to say or do next.",Object,pronoun
I429,Amy thanked Julia. She,F,IC2,Rohde & Kehler (2014),english,Amy,Julia,thanked,Amy,Subject,Yes,Subject,0.649918073,appreciated the help Julia had provided in planning the successful birthday party for their mutual friend.,Subject,pronoun
I430,Alice trusted Julia. She,F,IC2,Rohde & Kehler (2014),english,Alice,Julia,trusted,Alice,Subject,Yes,Subject,0.999341848,had been a close friend since childhood and had never given Alice any reason to doubt her.,Object,pronoun
I431,Sarah values Emily. She,F,IC2,Rohde & Kehler (2014),english,Sarah,Emily,values,Sarah,Subject,No,Object,0.233724824,is one of the most important people in her life and a constant source of support and encouragement.,Object,pronoun
I432,Emily cuddled Megan. She,F,IC2,Ferstl et al.(2010),english,Emily,Megan,cuddled,Emily,Subject,Yes,Subject,0.998533167,was happy to have her best friend by her side on a cold winter night.,Ambiguous,pronoun
I433,Megan decried Angela. She,F,IC2,Ferstl et al.(2010),english,Megan,Angela,decried,M,Object,Yes,Subject,0.843023749,had always been jealous of Angela's success and the attention she received from their mutual friends.,Subject,pronoun
I434,Angela moved Anna. She,F,IC2,Ferstl et al.(2010),english,Angela,Anna,moved,Ang,Subject,No,Object,0.075314442,was very grateful for the help with the heavy furniture.,Object,pronoun
I435,Anna deprecated Nicole. She,F,IC2,Ferstl et al.(2010),english,Anna,Nicole,deprecated,Anna,Subject,No,Object,0.073189561,felt that Nicole's behavior was unprofessional and needed to be addressed immediately.,Subject,pronoun
I436,Nicole encouraged Claire. She,F,IC2,Ferstl et al.(2010),english,Nicole,Claire,encouraged,Nic,Subject,No,Object,0.043453879,"smiled warmly in response, feeling grateful for her friend's kind words of support.",Object,pronoun
I437,Claire played with Jane. She,F,IC2,Ferstl et al.(2010),english,Claire,Jane,played with,Cla,Subject,Yes,Subject,0.99999717,was laughing and having a great time as they built a large fort together.,Ambiguous,pronoun
I438,Jane hit Tina. She,F,IC2,Ferstl et al.(2010),english,Jane,Tina,hit,Jane,Subject,Yes,Subject,0.999974883,immediately regretted her actions and apologized profusely.,Subject,pronoun
I439,Tina reproved Kate. She,F,IC2,Ferstl et al.(2010),english,Tina,Kate,reproved,T,Object,No,Object,0.068765319,had been acting strangely all day and Tina's reproof was long overdue.,Object,pronoun
I440,Kate forgot Amy. She,F,IC2,Ferstl et al.(2010),english,Kate,Amy,forgot,Kate,Subject,Yes,Subject,0.99917553,"had been trying to call her all day, but Amy wasn't answering her phone.",Subject,pronoun
I441,Amy exalted Alice. She,F,IC2,Ferstl et al.(2010),english,Amy,Alice,exalted,Amy,Subject,No,Object,0.077100253,was grateful for the kind words and warm smile that accompanied the praise.,Object,pronoun
I442,Alice instructed Sarah. She,F,IC2,Ferstl et al.(2010),english,Alice,Sarah,instructed,Alice,Subject,Yes,Subject,0.999946639,was to meet her at the library at 5 o'clock to discuss the project details.,Ambiguous,pronoun
I443,Sarah warned Megan. She,F,IC2,Ferstl et al.(2010),english,Sarah,Megan,warned,Sarah,Subject,Yes,Subject,0.999843455,was going to regret her decision if she didn't change her mind about quitting the team.,Object,pronoun
I444,Emily welcomed Angela. She,F,IC2,Ferstl et al.(2010),english,Emily,Angela,welcomed,Emily,Subject,Yes,Subject,0.998402952,had been looking forward to meeting her new colleague all week and was excited to show her around the office.,Subject,pronoun
I445,Megan rebuked Anna. She,F,IC2,Ferstl et al.(2010),english,Megan,Anna,rebuked,M,Object,No,Object,0.008415876,felt a pang of guilt for speaking so harshly to her sister.,Subject,pronoun
I446,Angela blessed Nicole. She,F,IC2,Ferstl et al.(2010),english,Angela,Nicole,blessed,Ang,Subject,No,Object,0.288144824,had been a source of comfort and strength to Nicole during a difficult time in her life.,Subject,pronoun
I447,Anna divorced Claire. She,F,IC2,Ferstl et al.(2010),english,Anna,Claire,divorced,Anna,Subject,Yes,Subject,0.999988864,eventually moved to a new city to start her life over.,Ambiguous,pronoun
I448,Nicole persecuted Jane. She,F,IC2,Ferstl et al.(2010),english,Nicole,Jane,persecuted,Nic,Subject,Yes,Subject,0.99983416,"had been bullying her for months, and it seemed like nothing could stop her cruel behavior.",Subject,pronoun
I449,Claire derided Tina. She,F,IC2,Ferstl et al.(2010),english,Claire,Tina,derided,Cla,Subject,Yes,Subject,0.981686683,thought Tina's new haircut made her look ridiculous.,Subject,pronoun
I450,Jane wanted Kate. She,F,IC2,Ferstl et al.(2010),english,Jane,Kate,wanted,Jane,Subject,Yes,Subject,0.999989592,"to join her at the party that night, but Kate had already made other plans.",NA,pronoun
I451,Tina advised Amy. She,F,IC2,Ferstl et al.(2010),english,Tina,Amy,advised,T,Object,Yes,Subject,0.997359138,listened carefully to every word Tina had to say and took detailed notes to ensure she didn't forget any important points.,Object,pronoun
I452,Kate supported Alice. She,F,IC2,Ferstl et al.(2010),english,Kate,Alice,supported,Kate,Subject,Yes,Subject,0.999785426,was extremely grateful for her help and friendship during that difficult time.,Object,pronoun
I453,Amy chastened Sarah. She,F,IC2,Ferstl et al.(2010),english,Amy,Sarah,chastened,Amy,Subject,No,Object,0.014650986,"felt a pang of guilt for her earlier behavior and looked down, avoiding eye contact with Amy.",Object,pronoun
I454,Alice led Emily. She,F,IC2,Ferstl et al.(2010),english,Alice,Emily,led,Alice,Subject,Yes,Subject,0.999995938,"followed closely behind, taking in the unfamiliar surroundings with a mix of curiosity and caution.",Object,pronoun
I455,Sarah petted Angela. She,F,IC2,Ferstl et al.(2010),english,Sarah,Angela,petted,Sarah,Subject,Yes,Subject,0.937248952,smiled warmly and began to pet Sarah's dog as well.,Object,pronoun
I456,Emily admonished Anna. She,F,IC2,Ferstl et al.(2010),english,Emily,Anna,admonished,Emily,Subject,Yes,Subject,0.528965912,had been acting impulsively and making reckless decisions that worried Emily.,Object,pronoun
I457,Megan rushed to Nicole. She,F,IC2,Ferstl et al.(2010),english,Megan,Nicole,rushed to,M,Object,Yes,Subject,0.999883726,"was already packing her bags, looking frantic and worried about the impending storm.",Object,pronoun
I458,Angela venerated Claire. She,F,IC2,Ferstl et al.(2010),english,Angela,Claire,venerated,Ang,Subject,No,Object,0.019167311,"had always admired her intelligence and kindness, often seeking her advice on important matters.",Subject,pronoun
I459,Anna chased Jane. She,F,IC2,Ferstl et al.(2010),english,Anna,Jane,chased,Anna,Subject,Yes,Subject,0.999992661,ran quickly around the corner to catch up to her friend.,Subject,pronoun
I460,Nicole deplored Tina. She,F,IC2,Ferstl et al.(2010),english,Nicole,Tina,deplored,Nic,Subject,Yes,Subject,0.736557575,felt that Tina's behavior was unacceptable and needed to be addressed immediately.,Subject,pronoun
I461,Claire chided Kate. She,F,IC2,Ferstl et al.(2010),english,Claire,Kate,chided,Cla,Subject,Yes,Subject,0.997640375,"was taken aback by the sudden scolding, but tried to remain calm and understand what she had done wrong.",Object,pronoun
I462,Jane cautioned Amy. She,F,IC2,Ferstl et al.(2010),english,Jane,Amy,cautioned,Jane,Subject,Yes,Subject,0.999857008,was being overly reckless and needed to slow down before she got hurt.,Object,pronoun
I463,Tina denounced Alice. She,F,IC2,Ferstl et al.(2010),english,Tina,Alice,denounced,T,Object,No,Object,0.13638001,had been suspicious of her actions for quite some time and was not surprised by the revelation that came to light.,Subject,pronoun
I464,Kate escorted Sarah. She,F,IC2,Ferstl et al.(2010),english,Kate,Sarah,escorted,Kate,Subject,Yes,Subject,0.999972654,"was a bit hesitant at first, but Kate's friendly demeanor quickly put her at ease.",Object,pronoun
I465,Amy lauded Emily. She,F,IC2,Ferstl et al.(2010),english,Amy,Emily,lauded,Amy,Subject,No,Object,0.004773234,was equally impressed by Amy's accomplishments and decided to return the compliment.,Object,pronoun
I466,Alice pardoned Megan. She,F,IC2,Ferstl et al.(2010),english,Alice,Megan,pardoned,Alice,Subject,Yes,Subject,0.935328051,immediately felt a weight lift off her shoulders as their long-standing feud finally came to an end.,Ambiguous,pronoun
I467,Sarah disdained Anna. She,F,IC2,Ferstl et al.(2010),english,Sarah,Anna,disdained,Sarah,Subject,Yes,Subject,0.672314898,felt that Anna's behavior was completely unacceptable and refused to have anything to do with her.,Subject,pronoun
I468,Emily caught Nicole. She,F,IC2,Ferstl et al.(2010),english,Emily,Nicole,caught,Emily,Subject,Yes,Subject,0.999962622,"immediately apologized for the surprise tackle, explaining that she had thought Nicole was an intruder in the darkened hallway.",Subject,pronoun
I469,Megan prosecuted Claire. She,F,IC2,Ferstl et al.(2010),english,Megan,Claire,prosecuted,M,Object,Yes,Subject,0.999998671,was determined to prove Claire's guilt beyond a reasonable doubt and bring justice to the victims.,Subject,pronoun
I470,Angela castigated Jane. She,F,IC2,Ferstl et al.(2010),english,Angela,Jane,castigated,Ang,Subject,Yes,Subject,0.954173214,"had been furious with her for days, ever since the incident at the office meeting.",Subject,pronoun
