itemID,stimuli,gender,verb,study,language,subject,object,predicate,binary_choice_response,binary_choice,yes_no_response,subject_yes_probability,yes_no_choice,continuation_response,cont_choice,prompt
I306,Jane frustrated Amy. She,F,IC1,Ferstl et al.(2010),english,Jane,Amy,frustrated,Jane,Subject,No,1.45E-10,Object,needed to talk to someone about what happened.,Ambiguous,pronoun
I307,Tina appalled Alice. She,F,IC1,Ferstl et al.(2010),english,Tina,Alice,appalled,T,Object,No,2.11E-10,Object,was not expecting such a strong reaction from her friend.,Subject,pronoun
I308,Kate captivated Sarah. She,F,IC1,Ferstl et al.(2010),english,Kate,Sarah,captivated,Kate,Subject,No,9.90E-10,Object,was always able to draw Sarah into her fascinating stories and vibrant world.,Subject,pronoun
I309,Amy inspired Emily. She,F,IC1,Ferstl et al.(2010),english,Amy,Emily,inspired,Emily,Object,No,1.62E-09,Object,was always there to motivate and support her in pursuing her dreams.,Subject,pronoun
I310,Alice lied to Megan. She,F,IC1,Ferstl et al.(2010),english,Alice,Megan,lied to,M,Object,No,0.000122481,Object,was worried about the consequences of telling the truth.,Subject,pronoun
I311,Sarah maddened Anna. She,F,IC1,Ferstl et al.(2010),english,Sarah,Anna,maddened,Sarah,Subject,No,5.36E-12,Object,was always finding ways to provoke her.,Subject,pronoun
I312,Emily peeved Nicole. She,F,IC1,Ferstl et al.(2010),english,Emily,Nicole,peeved,Emily,Subject,No,9.38E-07,Object,was not happy about the comment Emily made about her outfit.,Object,pronoun
I313,Megan entranced Claire. She,F,IC1,Ferstl et al.(2010),english,Megan,Claire,entranced,M,Object,No,1.95E-07,Object,was captivated by Megan's charismatic presence and couldn't take her eyes off her.,Object,pronoun
I314,Angela intrigued Jane. She,F,IC1,Ferstl et al.(2010),english,Angela,Jane,intrigued,Jane,Object,No,1.09E-11,Object,was always coming up with new and exciting ideas that captured Jane's curiosity.,Subject,pronoun
I315,Anna repulsed Tina. She,F,IC1,Ferstl et al.(2010),english,Anna,Tina,repulsed,Anna,Subject,No,0.002082701,Object,decided she needed some space from Tina to process her feelings.,Subject,pronoun
I316,Nicole worried Kate. She,F,IC1,Ferstl et al.(2010),english,Nicole,Kate,worried,Nic,Subject,No,1.19E-09,Object,needed to talk to someone about her concerns.,Subject,pronoun
I317,Claire betrayed Amy. She,F,IC1,Ferstl et al.(2010),english,Claire,Amy,betrayed,Cla,Subject,No,1.21E-07,Object,felt a mix of relief and guilt as she knew their friendship would never be the same again.,Subject,pronoun
I318,Jane confessed to Alice. She,F,IC1,Ferstl et al.(2010),english,Jane,Alice,confessed to,Jane,Subject,No,3.84E-07,Object,had been keeping a secret from her for a long time.,Subject,pronoun
I319,Tina scared Sarah. She,F,IC1,Ferstl et al.(2010),english,Tina,Sarah,scared,T,Object,No,1.05E-11,Object,ran away crying.,Object,pronoun
I320,Kate wowed Emily. She,F,IC1,Ferstl et al.(2010),english,Kate,Emily,wowed,Kate,Subject,No,1.97E-05,Object,was genuinely impressed by Kate's performance.,Object,pronoun
I321,Amy disappointed Megan. She,F,IC1,Ferstl et al.(2010),english,Amy,Megan,disappointed,M,Object,No,3.48E-07,Object,felt bad about hurting her friend's feelings and decided to apologize.,Subject,pronoun
I322,Alice intimidated Angela. She,F,IC1,Ferstl et al.(2010),english,Alice,Angela,intimidated,Alice,Subject,No,5.55E-10,Object,felt uncomfortable in Alice's presence.,Object,pronoun
I323,Sarah bugged Nicole. She,F,IC1,Ferstl et al.(2010),english,Sarah,Nicole,bugged,Nic,Object,No,1.87E-09,Object,was not happy about it at all.,Object,pronoun
I324,Emily daunted Claire. She,F,IC1,Ferstl et al.(2010),english,Emily,Claire,daunted,Emily,Subject,No,1.16E-10,Object,decided to approach Emily with more confidence next time.,Object,pronoun
I325,Megan echoed Jane. She,F,IC1,Ferstl et al.(2010),english,Megan,Jane,echoed,Jane,Object,No,2.27E-11,Object,"repeated what Jane had just said, making sure everyone heard the important details.",Subject,pronoun
I326,Angela enthralled Tina. She,F,IC1,Ferstl et al.(2010),english,Angela,Tina,enthralled,Ang,Subject,No,1.00E-05,Object,"was a natural storyteller, capturing Tina's attention with every word.",Subject,pronoun
I327,Anna excited Kate. She,F,IC1,Ferstl et al.(2010),english,Anna,Kate,excited,Kate,Object,No,3.15E-10,Object,was glowing with happiness after Anna's surprise gesture.,Object,pronoun
I328,Nicole gladdened Amy. She,F,IC1,Ferstl et al.(2010),english,Nicole,Amy,gladdened,Nic,Subject,No,4.97E-09,Object,"felt a warm, pleasant emotion spreading through her, knowing she had made someone close to her happy.",Subject,pronoun
I329,Claire mesmerised Alice. She,F,IC1,Ferstl et al.(2010),english,Claire,Alice,mesmerised,Cla,Subject,No,1.07E-08,Object,was captivated by Claire's enchanting performance.,Object,pronoun
I330,Jane enraged Sarah. She,F,IC1,Ferstl et al.(2010),english,Jane,Sarah,enraged,Jane,Subject,No,1.83E-10,Object,"stormed out of the room, clearly upset by what Jane had done.",Object,pronoun
I331,Tina enticed Emily. She,F,IC1,Ferstl et al.(2010),english,Tina,Emily,enticed,T,Object,No,4.59E-07,Object,agreed to go out with her for a special treat.,Object,pronoun
I332,Kate provoked Megan. She,F,IC1,Ferstl et al.(2010),english,Kate,Megan,provoked,M,Object,No,6.39E-09,Object,was not expecting such a strong reaction from her.,Subject,pronoun
I333,Amy unnerved Angela. She,F,IC1,Ferstl et al.(2010),english,Amy,Angela,unnerved,Ang,Object,No,1.68E-11,Object,didn't know how to react around Amy anymore.,Object,pronoun
I334,Alice frightened Anna. She,F,IC1,Ferstl et al.(2010),english,Alice,Anna,frightened,Alice,Subject,No,1.12E-10,Object,ran away crying.,Object,pronoun
I335,Sarah troubled Claire. She,F,IC1,Ferstl et al.(2010),english,Sarah,Claire,troubled,Cla,Object,No,1.01E-10,Object,was always interrupting her during important meetings.,Subject,pronoun
I336,Emily repelled Jane. She,F,IC1,Ferstl et al.(2010),english,Emily,Jane,repelled,Emily,Subject,No,3.21E-08,Object,decided to maintain her distance from Jane to avoid any conflict or discomfort.,Subject,pronoun
I337,Megan sickened Tina. She,F,IC1,Ferstl et al.(2010),english,Megan,Tina,sickened,M,Object,No,1.59E-08,Object,needed to apologize for her actions.,Subject,pronoun
I338,Angela revolted Kate. She,F,IC1,Ferstl et al.(2010),english,Angela,Kate,revolted,Kate,Object,No,1.27E-10,Object,was not going to tolerate any more of Kate's disrespectful behavior.,Subject,pronoun
I339,Anna trailed Amy. She,F,IC1,Ferstl et al.(2010),english,Anna,Amy,trailed,Amy,Object,No,1.24E-10,Object,was careful to keep a safe distance while making sure not to lose sight of her.,Subject,pronoun
I340,Nicole upset Alice. She,F,IC1,Ferstl et al.(2010),english,Nicole,Alice,upset,Nic,Subject,No,5.67E-07,Object,felt bad about her actions later and decided to apologize.,Subject,pronoun
I341,Claire exhausted Sarah. She,F,IC1,Ferstl et al.(2010),english,Claire,Sarah,exhausted,Sarah,Object,No,1.60E-10,Object,needed a break from the constant energy and demands Sarah placed on her.,NA,pronoun
I342,Jane wearied Emily. She,F,IC1,Ferstl et al.(2010),english,Jane,Emily,wearied,Emily,Object,No,1.46E-11,Object,needed some space to relax and recharge.,Object,pronoun
I343,Tina staggered Megan. She,F,IC1,Ferstl et al.(2010),english,Tina,Megan,staggered,T,Object,No,7.34E-11,Object,fell backwards from the impact.,Object,pronoun
I344,Kate cheated Angela. She,F,IC1,Ferstl et al.(2010),english,Kate,Angela,cheated,Kate,Subject,No,0.008424664,Object,was not proud of her actions and decided to apologize and make amends with Angela.,Subject,pronoun
I345,Amy repaid Anna. She,F,IC1,Ferstl et al.(2010),english,Amy,Anna,repaid,Anna,Object,No,7.06E-08,Object,was very grateful for the loan and made sure to return it promptly.,Subject,pronoun
I346,Alice astounded Nicole. She,F,IC1,Ferstl et al.(2010),english,Alice,Nicole,astounded,Alice,Subject,No,1.04E-06,Object,was not expecting such an impressive performance from Alice.,Object,pronoun
I347,Sarah exhilarated Jane. She,F,IC1,Ferstl et al.(2010),english,Sarah,Jane,exhilarated,Sarah,Subject,No,8.37E-13,Object,was always able to lift Jane's spirits with her infectious enthusiasm and kind gestures.,Subject,pronoun
I348,Emily spooked Tina. She,F,IC1,Ferstl et al.(2010),english,Emily,Tina,spooked,Emily,Subject,No,1.90E-07,Object,ran out of the room screaming.,Object,pronoun
I349,Megan unsettled Kate. She,F,IC1,Ferstl et al.(2010),english,Megan,Kate,unsettled,M,Object,No,2.22E-11,Object,decided to talk to Megan about how her actions were affecting her.,Object,pronoun
I350,Angela flabbergasted Amy. She,F,IC1,Ferstl et al.(2010),english,Angela,Amy,flabbergasted,Ang,Subject,No,3.05E-08,Object,was completely unaware that her actions would have such an impact on Amy.,Subject,pronoun
I351,Anna kissed Alice. She,F,IC1,Ferstl et al.(2010),english,Anna,Alice,kissed,Alice,Object,No,1.50E-06,Object,"was smiling warmly, her heart full of affection.",Ambiguous,pronoun
I352,Nicole nuzzled Sarah. She,F,IC1,Ferstl et al.(2010),english,Nicole,Sarah,nuzzled,Sarah,Object,No,1.95E-09,Object,"closed her eyes and savored the moment, feeling a warm smile spread across her face.",Object,pronoun
I353,Claire pained Emily. She,F,IC1,Ferstl et al.(2010),english,Claire,Emily,pained,Cla,Subject,No,1.84E-10,Object,needed time to understand and address the hurt she had caused.,Subject,pronoun
I354,Jane confused Megan. She,F,IC1,Ferstl et al.(2010),english,Jane,Megan,confused,M,Object,No,2.67E-09,Object,didn't explain her plan clearly.,Subject,pronoun
I355,Tina distressed Angela. She,F,IC1,Ferstl et al.(2010),english,Tina,Angela,distressed,T,Object,No,7.80E-10,Object,was not expecting such a strong reaction from her friend's words.,Subject,pronoun
I356,Kate vexed Anna. She,F,IC1,Ferstl et al.(2010),english,Kate,Anna,vexed,Kate,Subject,No,1.99E-08,Object,was frustrated that Anna didn't understand her point of view.,Subject,pronoun
I357,Amy bothered Nicole. She,F,IC1,Ferstl et al.(2010),english,Amy,Nicole,bothered,Nic,Object,No,1.32E-10,Object,was always interrupting her during conversations.,Subject,pronoun
I358,Alice alarmed Claire. She,F,IC1,Ferstl et al.(2010),english,Alice,Claire,alarmed,Alice,Subject,No,4.18E-08,Object,quickly explained the situation to calm her down.,Subject,pronoun
I359,Sarah disgruntled Tina. She,F,IC1,Ferstl et al.(2010),english,Sarah,Tina,disgruntled,Sarah,Subject,No,1.90E-07,Object,was not happy about the way Sarah had spoken to her in front of everyone.,Object,pronoun
I360,Emily plagued Kate. She,F,IC1,Ferstl et al.(2010),english,Emily,Kate,plagued,Emily,Subject,No,4.49E-09,Object,was constantly interrupting her and undermining her efforts.,Subject,pronoun
I361,Megan shadowed Amy. She,F,IC1,Ferstl et al.(2010),english,Megan,Amy,shadowed,Amy,Object,No,2.01E-11,Object,"followed Amy closely, making sure not to lose sight of her.",Subject,pronoun
I362,Angela tailed Alice. She,F,IC1,Ferstl et al.(2010),english,Angela,Alice,tailed,Alice,Object,No,3.69E-07,Object,was determined to find out where Alice was going.,Subject,pronoun
I363,Anna incensed Sarah. She,F,IC1,Ferstl et al.(2010),english,Anna,Sarah,incensed,Sarah,Object,No,5.85E-11,Object,was not expecting such a strong reaction from her friend.,Subject,pronoun
I364,Nicole baffled Emily. She,F,IC1,Ferstl et al.(2010),english,Nicole,Emily,baffled,Nic,Subject,No,1.72E-10,Object,couldn't understand what Nicole was trying to say.,Object,pronoun
I365,Claire shocked Megan. She,F,IC1,Ferstl et al.(2010),english,Claire,Megan,shocked,Cla,Subject,No,9.08E-08,Object,was not expecting such a reaction from her friend.,Subject,pronoun
I366,Jane disobeyed Angela. She,F,IC1,Ferstl et al.(2010),english,Jane,Angela,disobeyed,Jane,Subject,No,2.89E-08,Object,felt a mix of excitement and fear at having defied her.,Subject,pronoun
I367,Tina distracted Anna. She,F,IC1,Ferstl et al.(2010),english,Tina,Anna,distracted,T,Object,No,1.29E-08,Object,was constantly checking her phone to avoid eye contact.,Subject,pronoun
I368,Kate married Nicole. She,F,IC1,Ferstl et al.(2010),english,Kate,Nicole,married,Nic,Object,No,2.21E-06,Object,was very happy with her new life as a wife.,Ambiguous,pronoun
I369,Amy met Claire. She,F,IC1,Ferstl et al.(2010),english,Amy,Claire,met,Amy,Subject,No,1.87E-07,Object,gave Claire a warm hug and they caught up on old times.,Subject,pronoun
I370,Alice ordered around Jane. She,F,IC1,Ferstl et al.(2010),english,Alice,Jane,ordered around,Alice,Subject,No,3.49E-10,Object,was used to being in charge and expected Jane to follow her instructions carefully.,Subject,pronoun
I371,Sarah harmed Kate. She,F,IC1,Ferstl et al.(2010),english,Sarah,Kate,harmed,Sarah,Subject,No,1.27E-09,Object,should consider apologizing and understanding the impact of her actions.,Subject,pronoun
I372,Emily astonished Amy. She,F,IC1,Ferstl et al.(2010),english,Emily,Amy,astonished,Emily,Subject,No,1.13E-08,Object,had never expected such an impressive feat from her friend.,Object,pronoun
I373,Megan bewildered Alice. She,F,IC1,Ferstl et al.(2010),english,Megan,Alice,bewildered,M,Object,No,8.93E-11,Object,was not expecting such a reaction from her friend.,Subject,pronoun
I374,Angela invigorated Sarah. She,F,IC1,Ferstl et al.(2010),english,Angela,Sarah,invigorated,Ang,Subject,No,2.08E-09,Object,felt more energized and motivated as a result.,Object,pronoun
I375,Anna tantalized Emily. She,F,IC1,Ferstl et al.(2010),english,Anna,Emily,tantalized,Emily,Object,No,2.10E-07,Object,"couldn't take her eyes off Anna, captivated by every move she made.",Object,pronoun
I376,Nicole battled Megan. She,F,IC1,Ferstl et al.(2010),english,Nicole,Megan,battled,Nic,Subject,No,0.364275645,Object,was determined to win the match.,Subject,pronoun
I377,Claire hurt Angela. She,F,IC1,Ferstl et al.(2010),english,Claire,Angela,hurt,Cla,Subject,No,1.99E-06,Object,should apologize and try to make amends for her actions.,Subject,pronoun
I378,Jane followed Anna. She,F,IC1,Ferstl et al.(2010),english,Jane,Anna,followed,Anna,Object,No,1.21E-11,Object,was eager to catch up and talk to her about the plans they had made earlier.,Subject,pronoun
I379,Tina tormented Nicole. She,F,IC1,Ferstl et al.(2010),english,Tina,Nicole,tormented,T,Object,No,7.63E-08,Object,was always finding new ways to upset her.,Subject,pronoun
I380,Kate grazed Claire. She,F,IC1,Ferstl et al.(2010),english,Kate,Claire,grazed,Cla,Object,No,0.000236626,Object,wasn't aware that her actions could come across as inappropriate or intrusive.,Subject,pronoun
I381,Amy played Jane. She,F,IC1,Ferstl et al.(2010),english,Amy,Jane,played,Jane,Object,No,1.16E-06,Object,won the game by a narrow margin.,Subject,pronoun
I382,Alice dumbfounded Tina. She,F,IC1,Ferstl et al.(2010),english,Alice,Tina,dumbfounded,Alice,Subject,No,9.02E-10,Object,was not expecting such a reaction from her friend.,Subject,pronoun
I383,Sarah flattered Amy. She,F,IC1,Ferstl et al.(2010),english,Sarah,Amy,flattered,Amy,Object,No,9.92E-11,Object,was always so kind and supportive towards her.,Subject,pronoun
I384,Emily alienated Alice. She,F,IC1,Ferstl et al.(2010),english,Emily,Alice,alienated,Emily,Subject,No,2.40E-05,Object,felt bad about it later but wasn't sure how to make amends.,Subject,pronoun
I385,Megan harassed Sarah. She,F,IC1,Ferstl et al.(2010),english,Megan,Sarah,harassed,M,Object,No,1.40E-11,Object,needed to apologize for her behavior immediately.,Subject,pronoun
I386,Angela approached Emily. She,F,IC1,Ferstl et al.(2010),english,Angela,Emily,approached,Emily,Object,No,5.43E-06,Object,smiled warmly and extended her hand in greeting.,Ambiguous,pronoun
I387,Anna beguiled Megan. She,F,IC1,Ferstl et al.(2010),english,Anna,Megan,beguiled,M,Object,No,2.27E-09,Object,was captivated by Anna's charm and wit.,Object,pronoun
I388,Nicole caressed Angela. She,F,IC1,Ferstl et al.(2010),english,Nicole,Angela,caressed,Ang,Object,No,6.71E-06,Object,closed her eyes and savored the moment.,Object,pronoun
I389,Claire enlivened Anna. She,F,IC1,Ferstl et al.(2010),english,Claire,Anna,enlivened,Cla,Subject,No,6.29E-10,Object,"began to laugh and joke more frequently, bringing a new level of energy and joy into their interactions.",Object,pronoun
I390,Jane corrupted Nicole. She,F,IC1,Ferstl et al.(2010),english,Jane,Nicole,corrupted,Nic,Object,No,5.97E-06,Object,was no longer the same innocent person she used to be.,Object,pronoun
I391,Tina confounded Claire. She,F,IC1,Ferstl et al.(2010),english,Tina,Claire,confounded,T,Object,No,7.95E-10,Object,was always able to come up with unexpected solutions that left Claire puzzled.,Subject,pronoun
I392,Kate deserted Jane. She,F,IC1,Ferstl et al.(2010),english,Kate,Jane,deserted,Kate,Subject,No,2.92E-07,Object,felt a mix of relief and guilt as she walked away.,Subject,pronoun
I393,Amy discouraged Tina. She,F,IC1,Ferstl et al.(2010),english,Amy,Tina,discouraged,Amy,Subject,No,7.18E-08,Object,needed to find her own confidence and solutions.,Object,pronoun
I394,Alice tracked Kate. She,F,IC1,Ferstl et al.(2010),english,Alice,Kate,tracked,Alice,Subject,No,1.54E-08,Object,was determined to find out where Kate was going.,Subject,pronoun
I395,Sarah startled Alice. She,F,IC1,Ferstl et al.(2010),english,Sarah,Alice,startled,Sarah,Subject,No,2.45E-10,Object,"jumped up from her seat, clearly surprised by Sarah's sudden action.",Object,pronoun
I396,Emily defamed Sarah. She,F,IC1,Ferstl et al.(2010),english,Emily,Sarah,defamed,Emily,Subject,No,8.01E-11,Object,should face the consequences for her actions.,Subject,pronoun
I397,Megan abandoned Emily. She,F,IC1,Ferstl et al.(2010),english,Megan,Emily,abandoned,M,Object,No,3.33E-08,Object,felt a mix of relief and guilt as she walked away.,Subject,pronoun
I398,Angela courted Megan. She,F,IC1,Ferstl et al.(2010),english,Angela,Megan,courted,Ang,Subject,Yes,0.942105638,Subject,was very careful to show her affection and respect throughout the process.,Subject,pronoun
I399,Anna wounded Angela. She,F,IC1,Ferstl et al.(2010),english,Anna,Angela,wounded,Anna,Subject,No,1.53E-05,Object,needed to seek medical attention immediately.,Object,pronoun
I400,Nicole chilled Anna. She,F,IC1,Ferstl et al.(2010),english,Nicole,Anna,chilled,Nic,Subject,No,1.12E-07,Object,felt a sudden wave of coldness after Nicole's words.,Object,pronoun
I401,Claire nettled Nicole. She,F,IC1,Ferstl et al.(2010),english,Claire,Nicole,nettled,Nic,Object,No,0.000111851,Object,felt a sting of annoyance at Claire's words.,Object,pronoun
I402,Jane pursued Claire. She,F,IC1,Ferstl et al.(2010),english,Jane,Claire,pursued,Jane,Subject,No,1.15E-09,Object,wanted to apologize for the misunderstanding that occurred between them earlier.,Subject,pronoun
I403,Tina dreamed about Jane. She,F,IC1,Ferstl et al.(2010),english,Tina,Jane,dreamed about,T,Object,No,1.71E-06,Object,"woke up with a smile on her face, feeling both inspired and curious about what their next encounter would bring.",Subject,pronoun
I404,Kate galled Tina. She,F,IC1,Ferstl et al.(2010),english,Kate,Tina,galled,Kate,Subject,No,5.30E-06,Object,was not pleased with how Tina had behaved at the meeting.,Subject,pronoun
I405,Amy stimulated Kate. She,F,IC1,Ferstl et al.(2010),english,Amy,Kate,stimulated,Amy,Subject,No,8.14E-09,Object,felt a surge of energy and excitement as a result.,Object,pronoun
I406,Alice affected Amy. She,F,IC1,Ferstl et al.(2010),english,Alice,Amy,affected,Alice,Subject,No,8.81E-08,Object,was visibly upset after the interaction with Alice.,Object,pronoun
I407,Julia embraced Sarah. She,F,IC1,Ferstl et al.(2010),english,Julia,Sarah,embraced,Sarah,Object,No,7.47E-10,Object,returned the embrace warmly.,Object,pronoun
I408,Julia fazed Emily. She,F,IC1,Ferstl et al.(2010),english,Julia,Emily,fazed,Jul,Subject,No,1.49E-09,Object,was not used to such a confident and composed demeanor from her usually reserved friend.,Subject,pronoun
I409,Julia debated with Megan. She,F,IC1,Ferstl et al.(2010),english,Julia,Megan,debated with,Jul,Subject,No,1.49E-05,Object,wanted to make sure her points were clearly understood.,Subject,pronoun
I410,Julia defied Angela. She,F,IC1,Ferstl et al.(2010),english,Julia,Angela,defied,Jul,Subject,No,3.49E-08,Object,"stood her ground firmly, unwilling to back down from the challenge.",Object,pronoun
I411,Julia questioned Anna. She,F,IC1,Ferstl et al.(2010),english,Julia,Anna,questioned,Anna,Object,No,4.30E-07,Object,wanted to know more about Anna's plans for the weekend.,Subject,pronoun
I412,Julia assisted Nicole. She,F,IC2,Rohde & Kehler (2014),english,Julia,Nicole,assisted,Nic,Object,No,6.51E-08,Object,helped her with the project deadline.,Subject,pronoun
I413,Julia blames Claire. She,F,IC2,Rohde & Kehler (2014),english,Julia,Claire,blames,Cla,Object,No,2.57E-09,Object,is upset about the misunderstanding they had earlier.,Ambiguous,pronoun
I414,Julia comforted Jane. She,F,IC2,Rohde & Kehler (2014),english,Julia,Jane,comforted,Jane,Object,No,3.36E-07,Object,was clearly upset about what had happened at work.,Object,pronoun
I415,Julia congratulated Tina. She,F,IC2,Rohde & Kehler (2014),english,Julia,Tina,congratulated,T,Object,No,5.02E-10,Object,was very happy for her friend's success.,Subject,pronoun
I416,Julia corrected Kate. She,F,IC2,Rohde & Kehler (2014),english,Julia,Kate,corrected,Jul,Subject,No,2.24E-05,Object,was always attentive to details and made sure everyone was on the right track.,Subject,pronoun
I417,Julia detests Amy. She,F,IC2,Rohde & Kehler (2014),english,Julia,Amy,detests,Jul,Subject,No,0.033685856,Object,"avoided Amy at all costs, even changing her route to work to steer clear of her.",Subject,pronoun
I418,Julia fears Alice. She,F,IC2,Rohde & Kehler (2014),english,Julia,Alice,fears,Alice,Object,No,6.00E-09,Object,might avoid confrontations with Alice or feel anxious in her presence.,Subject,pronoun
I419,Sarah envies Julia. She,F,IC2,Rohde & Kehler (2014),english,Sarah,Julia,envies,Jul,Object,No,1.95E-07,Object,wishes she had Julia's confidence and ease in social situations.,Subject,pronoun
I420,Emily hates Julia. She,F,IC2,Rohde & Kehler (2014),english,Emily,Julia,hates,Emily,Subject,No,3.11E-06,Object,never misses an opportunity to point out her flaws.,Subject,pronoun
I421,Megan helped Julia. She,F,IC2,Rohde & Kehler (2014),english,Megan,Julia,helped,Jul,Object,No,1.48E-07,Object,gave her a hand with the heavy boxes.,Subject,pronoun
I422,Angela mocked Julia. She,F,IC2,Rohde & Kehler (2014),english,Angela,Julia,mocked,Jul,Object,No,4.25E-08,Object,was not happy about being the target of Angela's ridicule.,Object,pronoun
I423,Anna noticed Julia. She,F,IC2,Rohde & Kehler (2014),english,Anna,Julia,noticed,Jul,Object,No,4.42E-07,Object,approached Julia to say hello.,Subject,pronoun
I424,Nicole pacified Julia. She,F,IC2,Rohde & Kehler (2014),english,Nicole,Julia,pacified,Nic,Subject,No,3.53E-05,Object,was visibly calmer after Nicole spoke to her.,Object,pronoun
I425,Claire praised Julia. She,F,IC2,Rohde & Kehler (2014),english,Claire,Julia,praised,Jul,Object,No,9.68E-10,Object,was very appreciative of the recognition and felt motivated to continue her good work.,Subject,pronoun
I426,Jane reproached Julia. She,F,IC2,Rohde & Kehler (2014),english,Jane,Julia,reproached,Jul,Object,No,8.35E-09,Object,felt that Julia had made a serious mistake that needed to be addressed.,Subject,pronoun
I427,Tina scolded Julia. She,F,IC2,Rohde & Kehler (2014),english,Tina,Julia,scolded,T,Object,No,1.77E-07,Object,was clearly frustrated with Julia's behavior.,Subject,pronoun
I428,Kate stared at Julia. She,F,IC2,Rohde & Kehler (2014),english,Kate,Julia,stared at,Jul,Object,No,3.14E-07,Object,"looked away after a few seconds, feeling a mix of curiosity and unease.",Object,pronoun
I429,Amy thanked Julia. She,F,IC2,Rohde & Kehler (2014),english,Amy,Julia,thanked,Jul,Object,No,2.05E-08,Object,was very grateful for Julia's help.,Subject,pronoun
I430,Alice trusted Julia. She,F,IC2,Rohde & Kehler (2014),english,Alice,Julia,trusted,Jul,Object,No,9.12E-12,Object,was always honest and reliable in their friendship.,Ambiguous,pronoun
I431,Sarah values Emily. She,F,IC2,Rohde & Kehler (2014),english,Sarah,Emily,values,Emily,Object,No,8.47E-11,Object,is always there to support her in every challenge she faces.,Ambiguous,pronoun
I432,Emily cuddled Megan. She,F,IC2,Ferstl et al.(2010),english,Emily,Megan,cuddled,M,Object,No,6.89E-09,Object,"was smiling warmly, feeling safe and loved.",Object,pronoun
I433,Megan decried Angela. She,F,IC2,Ferstl et al.(2010),english,Megan,Angela,decried,M,Object,No,2.10E-07,Object,was upset about the unfair criticism Angela had directed at her.,Subject,pronoun
I434,Angela moved Anna. She,F,IC2,Ferstl et al.(2010),english,Angela,Anna,moved,Anna,Object,No,0.000616005,Object,moved her to a more suitable location.,Subject,pronoun
I435,Anna deprecated Nicole. She,F,IC2,Ferstl et al.(2010),english,Anna,Nicole,deprecated,Anna,Subject,No,0.000238775,Object,"felt that her contributions were not up to par, which led to a need for improvement.",Subject,pronoun
I436,Nicole encouraged Claire. She,F,IC2,Ferstl et al.(2010),english,Nicole,Claire,encouraged,Cla,Object,No,6.51E-08,Object,was always there to support her in pursuing her dreams.,Subject,pronoun
I437,Claire played with Jane. She,F,IC2,Ferstl et al.(2010),english,Claire,Jane,played with,Cla,Subject,No,2.37E-06,Object,was having a great time laughing and running around in the park.,Ambiguous,pronoun
I438,Jane hit Tina. She,F,IC2,Ferstl et al.(2010),english,Jane,Tina,hit,Jane,Subject,No,2.33E-08,Object,was not happy about what Tina had done earlier.,Subject,pronoun
I439,Tina reproved Kate. She,F,IC2,Ferstl et al.(2010),english,Tina,Kate,reproved,T,Object,No,1.88E-06,Object,was clearly upset about the mistake Kate had made and wanted her to understand the seriousness of the situation.,Subject,pronoun
I440,Kate forgot Amy. She,F,IC2,Ferstl et al.(2010),english,Kate,Amy,forgot,Kate,Subject,No,0.0005435,Object,didn't realize how long it had been since they last talked.,Subject,pronoun
I441,Amy exalted Alice. She,F,IC2,Ferstl et al.(2010),english,Amy,Alice,exalted,Alice,Object,No,5.41E-11,Object,was always quick to praise her for her hard work and dedication.,Subject,pronoun
I442,Alice instructed Sarah. She,F,IC2,Ferstl et al.(2010),english,Alice,Sarah,instructed,Alice,Subject,No,1.07E-06,Object,needed to follow the steps carefully to complete the task successfully.,Object,pronoun
I443,Sarah warned Megan. She,F,IC2,Ferstl et al.(2010),english,Sarah,Megan,warned,Sarah,Subject,No,2.48E-07,Object,should be careful when walking home late at night.,Object,pronoun
I444,Emily welcomed Angela. She,F,IC2,Ferstl et al.(2010),english,Emily,Angela,welcomed,Emily,Subject,No,4.29E-05,Object,gave her a warm hug and invited her inside.,Subject,pronoun
I445,Megan rebuked Anna. She,F,IC2,Ferstl et al.(2010),english,Megan,Anna,rebuked,M,Object,No,0.000288358,Object,was clearly upset about the mistake Anna had made and wanted her to know it was unacceptable.,Subject,pronoun
I446,Angela blessed Nicole. She,F,IC2,Ferstl et al.(2010),english,Angela,Nicole,blessed,Nic,Object,No,6.39E-06,Object,"smiled warmly in return, feeling a deep sense of gratitude and connection.",Object,pronoun
I447,Anna divorced Claire. She,F,IC2,Ferstl et al.(2010),english,Anna,Claire,divorced,Cla,Object,No,5.99E-05,Object,decided to focus on rebuilding her life and starting new chapters.,Subject,pronoun
I448,Nicole persecuted Jane. She,F,IC2,Ferstl et al.(2010),english,Nicole,Jane,persecuted,Nic,Subject,No,5.43E-06,Object,was determined to make amends for her past actions.,Subject,pronoun
I449,Claire derided Tina. She,F,IC2,Ferstl et al.(2010),english,Claire,Tina,derided,Cla,Subject,No,0.000216029,Object,was not known for her kind words and often spoke harshly to those around her.,Subject,pronoun
I450,Jane wanted Kate. She,F,IC2,Ferstl et al.(2010),english,Jane,Kate,wanted,Jane,Subject,No,4.56E-11,Object,needed Kate's help with moving to her new apartment.,Subject,pronoun
I451,Tina advised Amy. She,F,IC2,Ferstl et al.(2010),english,Tina,Amy,advised,T,Object,No,1.58E-06,Object,should consider the advice carefully before making a decision.,Object,pronoun
